source,target,model,budget,strategy,mcc_mean,mcc_std,mcc_best_thr_mean,mcc_best_thr_std,macro_f1_mean,macro_f1_std,auprc_macro_mean,auprc_macro_std,fp_rate_mean,fp_rate_std,ece_mean,ece_std,n_train_mean,n_train_std
nfunswv2,nfbotv2,rf,0.001,buffer_only,0.7922,0.0581,0.7516,0.0367,0.8916,0.0329,0.9346,0.0078,0.3103,0.0951,0.0008,0.0004,2101.0,0.0
nfunswv2,nfbotv2,rf,0.001,calibrate,0.0,0.0,0.2587,0.0713,0.4989,0.0,0.5389,0.013,1.0,0.0,0.0001,0.0001,2101.0,0.0
nfunswv2,nfbotv2,rf,0.001,rethreshold,0.2587,0.0713,0.2587,0.0713,0.6158,0.0227,0.5389,0.013,0.6857,0.2667,0.4254,0.1022,2101.0,0.0
nfunswv2,nfbotv2,rf,0.01,augment,0.8811,,0.825,,0.9405,,0.9794,,0.1359,,0.0004,,271002.0,
nfunswv2,nfbotv2,rf,0.01,buffer_only,0.9108,0.0178,0.8376,0.006,0.9551,0.0094,0.9794,0.0019,0.1176,0.0401,0.0003,0.0,21000.0,0.0
nfunswv2,nfbotv2,rf,0.01,calibrate,0.0,0.0,0.2587,0.0713,0.4989,0.0,0.5389,0.013,1.0,0.0,0.0002,0.0002,21000.0,0.0
nfunswv2,nfbotv2,rf,0.01,rethreshold,0.2587,0.0713,0.2587,0.0713,0.6158,0.0227,0.5389,0.013,0.6857,0.2667,0.4254,0.1022,21000.0,0.0
nfunswv2,nfbotv2,rf,0.05,buffer_only,0.9612,0.004,0.846,0.011,0.9806,0.0019,0.9907,0.0023,0.0282,0.0115,0.0002,0.0,105000.0,0.0
nfunswv2,nfbotv2,rf,0.05,calibrate,0.0,0.0,0.2587,0.0713,0.4989,0.0,0.5389,0.013,1.0,0.0,0.0013,0.001,105000.0,0.0
nfunswv2,nfbotv2,rf,0.05,rethreshold,0.2587,0.0713,0.2587,0.0713,0.6158,0.0227,0.5389,0.013,0.6857,0.2667,0.4254,0.1022,105000.0,0.0
nfunswv2,nfbotv2,rf,0.1,buffer_only,0.9703,0.0033,0.8592,0.0046,0.9851,0.0017,0.9949,0.0014,0.0183,0.0055,0.0001,0.0,210001.0,0.0
nfunswv2,nfbotv2,rf,0.1,calibrate,0.0,0.0,0.2587,0.0713,0.4989,0.0,0.5389,0.013,1.0,0.0,0.0013,0.0009,210001.0,0.0
nfunswv2,nfbotv2,rf,0.1,rethreshold,0.2587,0.0713,0.2587,0.0713,0.6158,0.0227,0.5389,0.013,0.6857,0.2667,0.4254,0.1022,210001.0,0.0
nfunswv2,nftonv2,lgbm,0.0,zero_shot,-0.1029,0.0062,0.1172,0.055,0.2204,0.0016,0.4656,0.0298,0.0448,0.0008,0.7151,0.0039,250002.0,0.0
nfunswv2,nftonv2,lgbm,0.0001,augment,0.8681,,0.8686,,0.9338,,0.9517,,0.0742,,0.025,,250215.0,
nfunswv2,nftonv2,lgbm,0.0001,buffer_only,0.868,0.0269,0.8722,0.0275,0.9337,0.0132,0.9635,0.0135,0.1108,0.0085,0.0451,0.008,213.0,0.0
nfunswv2,nftonv2,lgbm,0.0001,calibrate,0.0,0.0,0.1579,0.0987,0.4206,0.0,0.5064,0.0651,1.0,0.0,0.024,0.0359,213.0,0.0
nfunswv2,nftonv2,lgbm,0.0001,rethreshold,0.0453,0.1367,0.1172,0.055,0.3738,0.1348,0.4656,0.0298,0.6613,0.534,0.7151,0.0039,213.0,0.0
nfunswv2,nftonv2,lgbm,0.001,augment,0.931,,0.9331,,0.9654,,0.9919,,0.0636,,0.0081,,252102.0,
nfunswv2,nftonv2,lgbm,0.001,buffer_only,0.9361,0.0035,0.9361,0.0034,0.968,0.0018,0.9923,0.0007,0.0549,0.0091,0.0214,0.0014,2100.0,0.0
nfunswv2,nftonv2,lgbm,0.001,calibrate,0.0955,0.0301,0.2266,0.0493,0.4546,0.0124,0.566,0.0381,0.9642,0.0132,0.0523,0.037,2100.0,0.0
nfunswv2,nftonv2,lgbm,0.001,rethreshold,0.1127,0.0561,0.1172,0.055,0.474,0.0052,0.4656,0.0298,0.9373,0.0183,0.7151,0.0039,2100.0,0.0
nfunswv2,nftonv2,lgbm,0.01,augment,0.9645,,0.9646,,0.9822,,0.9973,,0.0368,,0.0016,,271002.0,
nfunswv2,nftonv2,lgbm,0.01,buffer_only,0.9697,0.0004,0.9692,0.0005,0.9848,0.0002,0.9973,0.0002,0.0298,0.0013,0.0054,0.0005,21000.0,0.0
nfunswv2,nftonv2,lgbm,0.01,calibrate,0.0959,0.0204,0.2266,0.0493,0.4583,0.0066,0.566,0.0381,0.9597,0.0066,0.0355,0.0332,21000.0,0.0
nfunswv2,nftonv2,lgbm,0.01,rethreshold,0.117,0.0551,0.1172,0.055,0.4554,0.0235,0.4656,0.0298,0.9647,0.0241,0.7151,0.0039,21000.0,0.0
nfunswv2,nftonv2,lgbm,0.05,buffer_only,0.9804,0.0006,0.9799,0.0006,0.9902,0.0003,0.9987,0.0001,0.019,0.0003,0.0018,0.0,105000.0,0.0
nfunswv2,nftonv2,lgbm,0.05,calibrate,0.0965,0.0207,0.2266,0.0493,0.4586,0.0064,0.566,0.0381,0.9594,0.0063,0.0304,0.028,105000.0,0.0
nfunswv2,nftonv2,lgbm,0.05,rethreshold,0.1168,0.0549,0.1172,0.055,0.4546,0.0228,0.4656,0.0298,0.9656,0.0233,0.7151,0.0039,105000.0,0.0
nfunswv2,nftonv2,lgbm,0.1,buffer_only,0.9822,0.0007,0.9819,0.0007,0.9911,0.0004,0.9988,0.0001,0.0174,0.0007,0.0026,0.0003,210000.0,0.0
nfunswv2,nftonv2,lgbm,0.1,calibrate,0.0952,0.0205,0.2266,0.0493,0.4582,0.0071,0.566,0.0381,0.9598,0.0072,0.0321,0.03,210000.0,0.0
nfunswv2,nftonv2,lgbm,0.1,rethreshold,0.1167,0.0553,0.1172,0.055,0.4545,0.0223,0.4656,0.0298,0.9657,0.0228,0.7151,0.0039,210000.0,0.0
nfunswv2,nftonv2,mlp,0.0,zero_shot,-0.0338,0.0499,0.2015,0.0286,0.231,0.0231,0.5154,0.019,0.0238,0.0102,0.6942,0.0139,250002.0,0.0
nfunswv2,nftonv2,mlp,0.0001,augment,0.2321,,0.3198,,0.5549,,0.6051,,0.2293,,0.2166,,250215.0,
nfunswv2,nftonv2,mlp,0.0001,buffer_only,0.6773,0.069,0.7047,0.0461,0.8362,0.0371,0.8585,0.0236,0.2834,0.0918,0.0587,0.0108,213.0,0.0
nfunswv2,nftonv2,mlp,0.0001,calibrate,0.0,0.0,0.1882,0.0634,0.4206,0.0,0.5169,0.0193,1.0,0.0,0.0056,0.0034,213.0,0.0
nfunswv2,nftonv2,mlp,0.0001,rethreshold,0.1852,0.0401,0.2015,0.0286,0.5224,0.0207,0.5154,0.019,0.3938,0.3677,0.6942,0.0139,213.0,0.0
nfunswv2,nftonv2,mlp,0.001,augment,0.7681,,0.7839,,0.884,,0.9414,,0.1643,,0.0178,,252102.0,
nfunswv2,nftonv2,mlp,0.001,buffer_only,0.9083,0.0055,0.9099,0.0056,0.954,0.0028,0.9707,0.0059,0.0788,0.0102,0.0135,0.0029,2100.0,0.0
nfunswv2,nftonv2,mlp,0.001,calibrate,0.0,0.0,0.1466,0.0603,0.4206,0.0,0.5013,0.0198,1.0,0.0,0.0094,0.0064,2100.0,0.0
nfunswv2,nftonv2,mlp,0.001,rethreshold,0.1981,0.0245,0.2015,0.0286,0.5225,0.0239,0.5154,0.019,0.3877,0.3774,0.6942,0.0139,2100.0,0.0
nfunswv2,nftonv2,mlp,0.01,augment,0.9279,,0.9282,,0.9639,,0.9891,,0.0526,,0.0071,,271002.0,
nfunswv2,nftonv2,mlp,0.01,buffer_only,0.9324,0.0028,0.934,0.0013,0.966,0.0014,0.9899,0.0004,0.0674,0.0014,0.0044,0.0009,21000.0,0.0
nfunswv2,nftonv2,mlp,0.01,calibrate,0.0,0.0,0.1466,0.0603,0.4206,0.0,0.5013,0.0198,1.0,0.0,0.0106,0.0041,21000.0,0.0
nfunswv2,nftonv2,mlp,0.01,rethreshold,0.2007,0.028,0.2015,0.0286,0.5271,0.0194,0.5154,0.019,0.3924,0.3732,0.6942,0.0139,21000.0,0.0
nfunswv2,nftonv2,mlp,0.05,buffer_only,0.9442,0.0021,0.9449,0.0024,0.9721,0.001,0.9944,0.0006,0.0464,0.006,0.0038,0.0006,105000.0,0.0
nfunswv2,nftonv2,mlp,0.05,calibrate,0.0,0.0,0.1466,0.0603,0.4206,0.0,0.5013,0.0198,1.0,0.0,0.0102,0.0079,105000.0,0.0
nfunswv2,nftonv2,mlp,0.05,rethreshold,0.201,0.0285,0.2015,0.0286,0.5279,0.019,0.5154,0.019,0.3934,0.3721,0.6942,0.0139,105000.0,0.0
nfunswv2,nftonv2,mlp,0.1,buffer_only,0.9531,0.0019,0.9528,0.0017,0.9765,0.001,0.9958,0.0003,0.0428,0.0015,0.0033,0.0006,210000.0,0.0
nfunswv2,nftonv2,mlp,0.1,calibrate,0.0,0.0,0.1466,0.0603,0.4206,0.0,0.5013,0.0198,1.0,0.0,0.0117,0.0059,210000.0,0.0
nfunswv2,nftonv2,mlp,0.1,rethreshold,0.2011,0.0285,0.2015,0.0286,0.528,0.019,0.5154,0.019,0.3935,0.3721,0.6942,0.0139,210000.0,0.0
nfunswv2,nftonv2,rf,0.0,zero_shot,-0.0665,0.0332,0.3801,0.16,0.2316,0.0094,0.6037,0.102,0.0468,0.0006,0.5013,0.034,250002.0,0.0
nfunswv2,nftonv2,rf,0.0001,augment,0.8504,,0.8688,,0.925,,0.9684,,0.0883,,0.0333,,250215.0,
nfunswv2,nftonv2,rf,0.0001,buffer_only,0.877,0.0211,0.8871,0.0152,0.9381,0.0105,0.9719,0.0041,0.1101,0.0236,0.0252,0.001,213.0,0.0
nfunswv2,nftonv2,rf,0.0001,calibrate,0.0,0.0,0.3801,0.16,0.4206,0.0,0.6037,0.102,1.0,0.0,0.1156,0.022,213.0,0.0
nfunswv2,nftonv2,rf,0.0001,rethreshold,0.3652,0.1557,0.3801,0.16,0.6254,0.0904,0.6037,0.102,0.3404,0.242,0.5013,0.034,213.0,0.0
nfunswv2,nftonv2,rf,0.001,augment,0.9331,,0.933,,0.9665,,0.9923,,0.0597,,0.0115,,252102.0,
nfunswv2,nftonv2,rf,0.001,buffer_only,0.9367,0.001,0.9374,0.0017,0.9683,0.0005,0.993,0.0005,0.0517,0.0099,0.0061,0.0012,2100.0,0.0
nfunswv2,nftonv2,rf,0.001,calibrate,0.0,0.0,0.3801,0.16,0.4206,0.0,0.6037,0.102,1.0,0.0,0.1445,0.0512,2100.0,0.0
nfunswv2,nftonv2,rf,0.001,rethreshold,0.38,0.16,0.3801,0.16,0.619,0.1078,0.6037,0.102,0.2807,0.2515,0.5013,0.034,2100.0,0.0
nfunswv2,nftonv2,rf,0.01,augment,0.966,,0.9661,,0.9829,,0.997,,0.0355,,0.005,,271002.0,
nfunswv2,nftonv2,rf,0.01,buffer_only,0.9672,0.0002,0.9672,0.0004,0.9836,0.0001,0.997,0.0003,0.032,0.0023,0.0044,0.0005,21000.0,0.0
nfunswv2,nftonv2,rf,0.01,calibrate,0.0,0.0,0.3801,0.16,0.4206,0.0,0.6037,0.102,1.0,0.0,0.1415,0.0468,21000.0,0.0
nfunswv2,nftonv2,rf,0.01,rethreshold,0.38,0.1601,0.3801,0.16,0.6173,0.1092,0.6037,0.102,0.2777,0.2542,0.5013,0.034,21000.0,0.0
nfunswv2,nftonv2,rf,0.05,buffer_only,0.9796,0.0002,0.9792,0.0,0.9898,0.0001,0.998,0.0002,0.0208,0.0003,0.0035,0.0003,105000.0,0.0
nfunswv2,nftonv2,rf,0.05,calibrate,0.0,0.0,0.3801,0.16,0.4206,0.0,0.6037,0.102,1.0,0.0,0.1432,0.0461,105000.0,0.0
nfunswv2,nftonv2,rf,0.05,rethreshold,0.3801,0.16,0.3801,0.16,0.62,0.1069,0.6037,0.102,0.2826,0.2499,0.5013,0.034,105000.0,0.0
nfunswv2,nftonv2,rf,0.1,buffer_only,0.9824,0.0002,0.9823,0.0003,0.9912,0.0001,0.9982,0.0002,0.018,0.0003,0.0031,0.0002,210000.0,0.0
nfunswv2,nftonv2,rf,0.1,calibrate,0.0,0.0,0.3801,0.16,0.4206,0.0,0.6037,0.102,1.0,0.0,0.1414,0.0466,210000.0,0.0
nfunswv2,nftonv2,rf,0.1,rethreshold,0.3801,0.16,0.3801,0.16,0.62,0.1069,0.6037,0.102,0.2826,0.2499,0.5013,0.034,210000.0,0.0
